public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
2011-12-31,Communication Services,47,-0.020286,0.035179,0.173,0.353,0.786,10.533,6.17%,6.580,4.255,13.761,14.790,14.810,14.942,0.938,1.370,0.330,0.295,0.057,0.057,0.056,0.584,0.042,0.122,0.262,0.088,0.103,0.054,0.142,0.077,0.049,0.550,0.398,0.538,0.581,0.034,0.316,0.329,1.025,0.166,0.102,0.199,0.046,1.194,0.213,2.597,0.816,0.082,0.072,0.576,1.534,1.667,0.633,0.408,0.609,1.651,1.899,20.528,0.761,1.417,1.307,0.544,20.872,7.449,10.312,1.857,0.727,7.212,-0.105,0.000,0.010,0.000
2011-12-31,Consumer Discretionary,560,0.009164,0.004336,0.000,0.345,0.677,12.059,2.14%,7.907,6.833,12.122,11.793,12.549,12.623,0.663,1.561,0.343,0.424,0.107,0.107,0.088,0.369,0.039,0.072,0.107,0.130,0.197,0.054,0.126,0.125,0.099,0.233,0.738,0.234,0.314,0.269,0.224,0.621,0.471,0.163,0.199,0.077,0.079,0.641,0.553,1.113,0.276,0.081,0.070,0.263,2.464,0.983,0.535,0.186,0.406,3.678,5.021,62.168,0.493,1.799,1.163,1.357,5.047,9.661,13.124,2.641,2.011,5.798,-0.052,0.000,0.013,0.000
2011-12-31,Consumer Staples,160,0.002553,0.025048,0.194,0.665,0.573,16.693,2.46%,8.726,8.318,14.815,14.313,14.568,14.787,0.773,1.717,0.338,0.393,0.118,0.118,0.091,0.345,0.038,0.074,0.109,0.162,0.222,0.058,0.139,0.140,0.112,0.224,0.758,0.223,0.345,0.353,0.288,0.581,0.434,0.168,0.116,0.077,0.117,0.700,0.447,1.531,0.265,0.068,0.055,0.344,2.156,0.858,0.508,0.209,0.383,5.028,7.397,56.911,0.325,1.835,1.078,1.330,5.819,10.866,11.268,2.791,1.823,7.220,-0.036,0.000,0.008,0.000
2011-12-31,Energy,218,-0.011745,-0.004954,0.000,0.137,0.869,11.694,1.39%,7.222,5.314,11.197,10.505,12.000,12.391,2.185,1.464,0.346,0.181,0.078,0.081,0.070,0.457,0.062,0.129,0.268,0.075,0.082,0.103,0.135,0.090,0.066,0.279,0.699,0.277,0.308,0.065,0.404,-0.201,0.784,0.177,0.128,0.207,0.033,1.043,0.290,1.281,0.319,0.079,0.072,0.419,0.759,0.997,0.503,0.216,0.374,2.781,2.863,41.696,0.425,1.461,1.251,0.411,14.351,5.224,6.453,0.887,0.553,4.959,-0.086,0.000,0.000,0.000
2011-12-31,Financials,720,0.013806,0.015611,0.341,0.289,1.301,12.200,2.66%,9.782,4.754,11.571,11.633,11.364,11.500,1.434,0.840,0.293,0.037,0.055,0.055,0.000,0.623,0.087,0.266,0.305,0.221,0.439,0.125,0.019,0.078,0.058,0.301,0.659,0.300,0.481,0.000,0.198,0.939,0.553,0.018,0.077,0.131,0.210,0.713,0.521,3.523,0.448,0.063,0.054,0.066,56.528,7.696,0.885,0.093,0.883,3.751,5.183,181.688,1.069,2.203,2.077,0.056,2.227,0.029,0.093,0.595,0.377,2.971,-0.013,0.000,0.007,0.249
2011-12-31,Health Care,534,-0.006021,0.024886,0.000,0.256,0.410,-1.413,1.89%,5.768,3.374,-1.191,-1.223,-1.239,-1.239,2.549,2.391,0.318,0.268,0.013,0.005,0.000,0.382,0.003,0.030,0.057,0.029,0.054,0.000,0.056,0.045,-0.017,0.037,0.936,0.037,0.105,0.042,0.171,0.763,0.115,0.071,0.987,0.031,0.179,0.216,0.606,0.000,0.034,0.082,0.067,0.073,4.857,0.552,0.388,0.070,0.175,1.384,2.364,78.788,1.790,3.206,2.711,0.657,3.502,9.935,6.673,1.083,0.872,1.722,-0.054,0.098,0.000,0.000
2011-12-31,Industrials,527,-0.001323,0.009698,0.023,0.521,0.764,16.372,1.82%,8.388,9.401,14.007,13.687,13.663,13.865,0.694,1.485,0.331,0.280,0.097,0.097,0.087,0.281,0.038,0.070,0.105,0.120,0.183,0.057,0.120,0.124,0.093,0.233,0.759,0.234,0.287,0.238,0.395,0.582,0.300,0.134,0.170,0.076,0.107,0.549,0.498,1.285,0.275,0.073,0.060,0.286,2.783,0.985,0.508,0.182,0.366,4.763,6.742,71.651,0.390,1.974,1.484,1.073,5.759,10.192,6.462,2.253,1.644,4.587,-0.029,0.000,0.000,0.000
2011-12-31,Information Technology,673,-0.006137,-0.012077,0.000,0.287,0.609,12.008,2.08%,10.149,9.574,11.350,11.156,12.386,12.577,1.445,1.847,0.249,0.405,0.077,0.074,0.043,0.496,0.043,0.073,0.122,0.094,0.144,0.054,0.107,0.096,0.071,0.007,0.981,0.007,0.049,0.077,0.255,0.739,0.356,0.224,0.836,0.099,0.237,0.437,0.777,0.030,0.006,0.086,0.065,0.018,4.668,0.529,0.349,0.035,0.160,4.747,7.536,70.323,1.224,2.503,2.187,0.855,4.338,7.978,6.252,1.329,1.161,2.443,-0.052,0.099,0.000,0.000
2011-12-31,Materials,187,-0.030745,-0.024942,0.123,0.306,0.743,15.796,1.74%,7.305,8.862,11.393,11.059,11.059,11.387,0.820,1.516,0.286,0.247,0.119,0.124,0.106,0.261,0.053,0.088,0.132,0.124,0.160,0.074,0.137,0.136,0.120,0.275,0.708,0.265,0.324,0.320,0.346,0.439,0.363,0.143,0.169,0.097,0.084,0.725,0.352,1.614,0.336,0.073,0.061,0.361,1.432,0.988,0.502,0.217,0.404,5.224,6.574,74.469,0.485,2.382,1.563,0.985,5.893,9.472,7.184,2.169,1.428,4.214,-0.021,0.002,0.000,0.000
2011-12-31,Utilities,96,0.027884,0.032189,0.634,1.679,0.934,19.501,3.84%,8.408,6.513,16.060,15.686,16.009,16.029,1.339,1.157,0.361,0.089,0.093,0.093,0.068,0.264,0.077,0.166,0.258,0.073,0.085,0.117,0.090,0.096,0.072,0.505,0.489,0.494,0.556,0.182,0.362,0.134,0.640,0.097,0.023,0.175,0.098,0.782,0.164,3.690,0.731,0.064,0.057,0.448,0.986,2.270,0.692,0.334,0.555,2.419,3.107,30.421,0.139,1.083,0.877,0.342,12.082,8.840,9.071,1.147,0.563,10.979,-0.049,0.000,0.000,0.000
2012-01-31,Communication Services,46,0.032710,-0.018939,0.259,0.357,0.796,11.607,5.98%,6.518,4.227,14.134,14.710,14.278,14.416,0.960,1.434,0.335,0.295,0.058,0.058,0.056,0.583,0.042,0.123,0.264,0.089,0.104,0.061,0.146,0.079,0.053,0.549,0.404,0.511,0.573,0.040,0.326,0.327,1.058,0.176,0.113,0.201,0.046,1.221,0.220,2.589,0.809,0.080,0.071,0.570,1.527,1.617,0.629,0.395,0.600,1.667,1.977,20.642,0.654,1.366,1.291,0.547,20.872,7.396,10.277,1.868,0.747,7.853,-0.105,0.000,0.011,0.000
2012-01-31,Consumer Discretionary,560,0.089329,0.068768,0.000,0.358,0.670,12.714,2.10%,7.937,7.100,12.841,12.699,13.220,13.277,0.708,1.684,0.343,0.424,0.106,0.106,0.089,0.371,0.039,0.072,0.108,0.129,0.197,0.054,0.126,0.125,0.099,0.235,0.729,0.235,0.323,0.269,0.224,0.616,0.466,0.165,0.198,0.077,0.075,0.637,0.551,1.135,0.282,0.081,0.069,0.268,2.517,0.978,0.540,0.192,0.409,3.694,4.937,62.168,0.492,1.803,1.155,1.356,5.077,9.727,13.124,2.648,2.003,5.796,-0.051,0.000,0.013,0.000
2012-01-31,Consumer Staples,159,0.049806,-0.009103,0.192,0.660,0.573,16.517,2.60%,8.695,8.431,15.323,15.262,14.889,14.914,0.844,1.746,0.339,0.393,0.118,0.118,0.092,0.344,0.038,0.074,0.110,0.162,0.223,0.058,0.142,0.140,0.114,0.226,0.754,0.225,0.347,0.354,0.285,0.578,0.427,0.166,0.116,0.076,0.115,0.699,0.444,1.538,0.267,0.068,0.055,0.342,2.183,0.868,0.509,0.211,0.381,5.287,7.517,56.911,0.323,1.830,1.077,1.341,5.795,10.900,11.622,2.814,1.863,7.312,-0.037,0.000,0.008,0.000
2012-01-31,Energy,219,0.057612,0.014016,0.000,0.141,0.869,11.853,1.36%,7.222,5.472,11.313,10.420,12.546,12.999,2.201,1.499,0.346,0.181,0.078,0.081,0.070,0.457,0.062,0.129,0.265,0.075,0.084,0.103,0.135,0.092,0.065,0.279,0.699,0.277,0.299,0.064,0.404,-0.204,0.795,0.177,0.129,0.202,0.033,1.043,0.290,1.281,0.319,0.079,0.072,0.419,0.759,0.985,0.503,0.215,0.374,2.786,2.882,41.696,0.426,1.492,1.263,0.411,14.594,5.173,6.284,0.887,0.552,4.865,-0.086,0.000,0.000,0.000
2012-01-31,Financials,711,0.077296,0.081098,0.344,0.311,1.308,12.701,2.49%,9.754,5.189,12.270,12.270,12.014,12.100,1.516,0.868,0.293,0.037,0.054,0.054,0.000,0.625,0.087,0.266,0.306,0.217,0.397,0.125,0.019,0.079,0.057,0.301,0.661,0.300,0.481,0.000,0.188,0.938,0.559,0.018,0.077,0.131,0.212,0.716,0.519,3.520,0.448,0.063,0.054,0.065,56.327,7.645,0.884,0.093,0.883,3.781,4.905,168.494,1.132,2.205,2.083,0.056,2.185,0.029,0.093,0.595,0.376,2.971,-0.012,0.000,0.007,0.250
2012-01-31,Health Care,535,0.111884,0.042810,0.000,0.271,0.409,-1.633,1.78%,5.814,3.533,-1.647,-1.647,-1.692,-1.692,2.771,2.581,0.316,0.267,0.016,0.005,0.000,0.382,0.003,0.030,0.056,0.029,0.047,-0.003,0.056,0.047,-0.017,0.037,0.936,0.036,0.106,0.042,0.172,0.761,0.111,0.071,0.981,0.031,0.179,0.211,0.606,0.000,0.032,0.082,0.066,0.073,4.810,0.565,0.393,0.072,0.181,1.380,2.280,78.788,1.771,3.194,2.675,0.656,3.475,9.934,6.667,1.083,0.872,1.705,-0.054,0.097,0.000,0.000
2012-01-31,Industrials,530,0.099785,0.074899,0.023,0.544,0.759,17.983,1.67%,8.388,10.081,14.902,14.700,14.695,14.917,0.769,1.568,0.331,0.280,0.100,0.100,0.088,0.282,0.038,0.071,0.106,0.120,0.184,0.057,0.120,0.125,0.094,0.239,0.754,0.240,0.292,0.241,0.396,0.582,0.312,0.136,0.166,0.077,0.105,0.555,0.490,1.306,0.278,0.072,0.060,0.288,2.813,0.987,0.509,0.191,0.367,4.814,6.968,72.276,0.381,1.974,1.467,1.075,5.759,10.192,6.423,2.253,1.644,4.641,-0.029,0.000,0.000,0.000
2012-01-31,Information Technology,671,0.117825,0.079666,0.000,0.315,0.605,13.157,1.94%,10.118,10.571,12.345,12.005,13.796,13.989,1.625,2.089,0.250,0.406,0.078,0.075,0.044,0.502,0.043,0.075,0.122,0.095,0.145,0.055,0.107,0.097,0.071,0.006,0.979,0.007,0.050,0.076,0.253,0.740,0.357,0.225,0.836,0.099,0.236,0.440,0.774,0.029,0.006,0.085,0.065,0.018,4.668,0.529,0.351,0.035,0.159,4.747,7.453,70.923,1.219,2.503,2.160,0.857,4.334,7.968,6.252,1.330,1.164,2.462,-0.053,0.100,0.000,0.000
2012-01-31,Materials,187,0.141092,0.115692,0.126,0.321,0.743,17.584,1.62%,7.288,9.932,13.025,12.423,12.198,12.637,0.909,1.706,0.290,0.247,0.119,0.121,0.105,0.261,0.053,0.089,0.132,0.124,0.160,0.074,0.139,0.137,0.116,0.280,0.706,0.266,0.324,0.320,0.346,0.435,0.360,0.144,0.166,0.094,0.082,0.728,0.352,1.609,0.340,0.072,0.060,0.356,1.415,0.988,0.502,0.219,0.404,5.224,6.574,74.469,0.485,2.382,1.563,0.985,5.859,9.585,7.227,2.183,1.428,4.214,-0.021,0.002,0.000,0.000
2012-01-31,Utilities,95,-0.014343,-0.034873,0.632,1.665,0.936,18.757,3.94%,8.391,6.232,15.574,15.192,15.393,15.457,1.317,1.155,0.361,0.089,0.093,0.095,0.068,0.263,0.076,0.165,0.256,0.073,0.086,0.115,0.090,0.096,0.072,0.504,0.490,0.494,0.557,0.185,0.359,0.132,0.638,0.097,0.023,0.174,0.098,0.776,0.164,3.683,0.726,0.064,0.057,0.448,0.987,2.278,0.693,0.337,0.555,2.421,3.102,30.411,0.137,1.065,0.876,0.343,11.829,8.833,9.091,1.148,0.564,11.008,-0.049,0.000,0.000,0.000
2012-02-29,Communication Services,48,0.062542,0.039870,0.000,0.143,0.668,12.767,5.75%,5.980,3.672,13.754,13.754,14.455,14.535,1.068,1.522,0.371,0.284,0.043,0.043,0.057,0.567,0.029,0.119,0.265,0.089,0.105,0.053,0.145,0.081,0.041,0.574,0.426,0.515,0.523,0.034,0.355,0.276,0.959,0.180,0.137,0.185,0.015,1.216,0.179,2.542,0.811,0.079,0.074,0.564,1.496,1.677,0.629,0.400,0.602,1.321,1.801,19.475,0.644,1.470,1.459,0.553,22.726,8.795,9.462,1.903,0.795,7.086,-0.113,0.000,0.010,0.000
2012-02-29,Consumer Discretionary,556,0.057043,0.052001,0.000,0.382,0.623,13.889,2.02%,7.856,7.474,14.847,14.821,14.551,14.777,0.761,1.741,0.341,0.426,0.104,0.103,0.090,0.367,0.039,0.073,0.108,0.130,0.197,0.054,0.127,0.125,0.102,0.235,0.741,0.234,0.323,0.265,0.231,0.611,0.482,0.155,0.197,0.080,0.061,0.637,0.529,1.187,0.258,0.081,0.069,0.272,2.470,0.996,0.536,0.184,0.406,3.866,5.249,63.744,0.514,1.819,1.166,1.358,5.294,10.074,13.091,2.632,1.950,5.699,-0.051,0.000,0.013,0.000
2012-02-29,Consumer Staples,157,0.017657,0.032161,0.239,0.792,0.521,16.554,2.69%,8.920,9.002,15.618,15.553,15.058,15.152,0.783,1.911,0.344,0.397,0.108,0.108,0.096,0.344,0.039,0.073,0.106,0.159,0.218,0.058,0.137,0.138,0.107,0.233,0.753,0.233,0.317,0.349,0.286,0.600,0.406,0.157,0.112,0.071,0.126,0.669,0.453,1.504,0.263,0.068,0.057,0.343,2.199,0.901,0.499,0.208,0.376,4.991,7.251,55.564,0.309,1.833,1.109,1.378,5.843,11.373,11.574,3.037,1.938,6.941,-0.036,0.000,0.008,0.000
2012-02-29,Energy,218,0.081325,0.063961,0.000,0.241,0.694,12.951,1.25%,6.419,5.778,11.026,10.670,11.360,11.571,2.179,1.609,0.350,0.171,0.084,0.081,0.071,0.452,0.069,0.137,0.288,0.073,0.083,0.100,0.137,0.090,0.072,0.292,0.687,0.299,0.334,0.059,0.409,-0.235,0.721,0.177,0.118,0.210,0.014,0.984,0.282,1.321,0.352,0.078,0.067,0.440,0.761,1.054,0.514,0.226,0.411,2.795,3.133,37.203,0.374,1.434,1.279,0.424,15.812,5.593,6.544,0.855,0.544,4.907,-0.088,0.000,0.000,0.000
2012-02-29,Financials,707,0.043907,0.059162,0.224,0.381,1.204,13.900,2.43%,9.395,5.671,12.866,12.867,12.806,12.949,1.575,0.894,0.285,0.037,0.056,0.057,0.000,0.642,0.095,0.281,0.317,0.206,0.449,0.130,0.020,0.082,0.061,0.275,0.684,0.273,0.455,0.000,0.263,0.932,0.545,0.019,0.075,0.139,0.259,0.768,0.531,3.437,0.395,0.066,0.055,0.058,56.850,7.501,0.883,0.087,0.882,3.367,4.519,189.734,0.881,2.085,1.984,0.056,1.705,0.026,0.093,0.577,0.366,3.285,-0.011,0.000,0.007,0.271
2012-02-29,Health Care,535,0.043365,0.019429,0.000,0.257,0.391,-1.907,2.03%,5.662,3.471,-1.111,-1.072,-0.635,-0.635,2.586,2.688,0.312,0.268,-0.006,-0.012,0.000,0.406,-0.004,0.031,0.054,0.023,0.035,-0.008,0.056,0.041,-0.004,0.023,0.946,0.029,0.101,0.047,0.174,0.765,0.123,0.050,0.926,0.029,0.129,0.167,0.593,0.000,0.022,0.079,0.065,0.060,5.289,0.582,0.397,0.070,0.194,1.047,2.513,89.636,1.710,3.039,2.627,0.677,3.374,10.223,6.599,1.090,0.877,1.671,-0.053,0.091,0.000,0.000
2012-02-29,Industrials,528,0.032118,0.027722,0.034,0.650,0.664,18.182,1.63%,8.151,9.909,15.010,14.699,14.823,15.261,0.771,1.617,0.336,0.285,0.104,0.103,0.093,0.281,0.039,0.071,0.107,0.122,0.189,0.058,0.121,0.126,0.098,0.239,0.748,0.243,0.299,0.246,0.381,0.606,0.343,0.135,0.156,0.079,0.088,0.570,0.471,1.384,0.286,0.073,0.061,0.290,2.996,1.018,0.519,0.198,0.380,4.945,6.740,70.534,0.390,2.013,1.474,1.091,6.107,10.737,6.756,2.284,1.649,4.923,-0.031,0.000,0.000,0.000
2012-02-29,Information Technology,665,0.038511,0.070042,0.000,0.422,0.549,14.863,2.00%,9.748,10.079,13.712,13.560,14.915,15.234,1.604,2.020,0.261,0.399,0.074,0.073,0.048,0.501,0.040,0.071,0.117,0.087,0.136,0.050,0.102,0.091,0.075,0.005,0.988,0.006,0.052,0.085,0.248,0.764,0.359,0.208,0.832,0.095,0.173,0.432,0.760,0.024,0.005,0.080,0.061,0.013,4.679,0.523,0.361,0.035,0.153,4.791,6.613,71.734,1.221,2.523,2.151,0.856,4.414,8.061,6.256,1.278,1.148,2.441,-0.057,0.099,0.000,0.000
2012-02-29,Materials,187,0.006437,-0.001839,0.113,0.385,0.639,18.389,1.65%,7.211,9.337,13.525,13.155,13.064,13.380,0.895,1.768,0.302,0.240,0.121,0.123,0.104,0.251,0.048,0.088,0.132,0.119,0.150,0.067,0.139,0.131,0.113,0.281,0.695,0.282,0.346,0.328,0.341,0.413,0.404,0.112,0.139,0.094,0.059,0.777,0.330,1.562,0.368,0.072,0.063,0.357,1.376,1.069,0.521,0.220,0.410,5.077,6.785,72.030,0.434,2.332,1.514,0.984,6.100,9.982,7.754,2.133,1.436,4.520,-0.018,0.002,0.000,0.000
2012-02-29,Utilities,95,0.005623,0.007128,0.636,1.575,0.879,18.438,4.04%,9.021,6.355,15.710,15.482,15.827,15.880,1.298,1.104,0.354,0.086,0.091,0.091,0.068,0.263,0.075,0.163,0.258,0.072,0.085,0.112,0.088,0.094,0.069,0.500,0.496,0.494,0.560,0.201,0.400,0.095,0.573,0.099,0.014,0.172,0.105,0.716,0.165,3.772,0.691,0.064,0.058,0.424,0.999,2.366,0.700,0.337,0.563,2.353,3.088,38.700,0.080,1.027,0.775,0.338,11.917,8.518,7.443,1.174,0.560,11.404,-0.046,0.000,0.000,0.000
2012-03-31,Communication Services,48,0.026654,0.013923,0.000,0.146,0.668,12.679,6.42%,5.980,3.568,14.866,14.866,15.164,15.465,1.048,1.560,0.371,0.284,0.043,0.043,0.057,0.567,0.029,0.119,0.265,0.089,0.105,0.053,0.145,0.081,0.041,0.574,0.426,0.515,0.523,0.034,0.355,0.276,0.959,0.180,0.137,0.185,0.015,1.216,0.179,2.542,0.811,0.079,0.074,0.564,1.496,1.677,0.629,0.400,0.602,1.321,1.801,19.475,0.636,1.470,1.459,0.553,22.726,8.795,9.462,1.903,0.795,7.086,-0.113,0.000,0.010,0.000
2012-03-31,Consumer Discretionary,556,0.043831,0.041160,0.000,0.452,0.619,14.551,2.07%,7.872,7.614,15.422,15.348,15.220,15.317,0.766,1.770,0.340,0.430,0.104,0.103,0.090,0.364,0.039,0.073,0.108,0.128,0.190,0.054,0.128,0.123,0.102,0.241,0.737,0.234,0.323,0.267,0.226,0.608,0.482,0.156,0.197,0.082,0.058,0.643,0.535,1.089,0.264,0.081,0.070,0.263,2.460,0.994,0.533,0.184,0.404,3.864,5.229,63.568,0.518,1.829,1.176,1.374,5.721,10.605,12.942,2.613,1.950,5.666,-0.053,0.000,0.013,0.000
2012-03-31,Consumer Staples,156,0.025246,0.032617,0.241,0.818,0.520,16.779,2.53%,8.920,9.964,16.525,16.435,15.552,15.695,0.781,1.932,0.343,0.397,0.108,0.108,0.097,0.344,0.039,0.072,0.106,0.154,0.214,0.059,0.138,0.138,0.107,0.237,0.740,0.237,0.321,0.347,0.283,0.607,0.406,0.155,0.107,0.072,0.126,0.670,0.450,1.474,0.269,0.068,0.056,0.341,2.155,0.900,0.494,0.207,0.381,5.327,7.982,55.513,0.307,1.833,1.119,1.365,5.732,11.216,11.414,3.037,1.938,6.941,-0.037,0.000,0.008,0.000
2012-03-31,Energy,218,-0.029995,-0.028794,0.000,0.216,0.683,11.572,1.26%,6.414,5.289,10.304,10.055,10.323,10.509,2.207,1.592,0.350,0.169,0.084,0.081,0.073,0.448,0.067,0.133,0.283,0.072,0.082,0.100,0.137,0.090,0.072,0.292,0.682,0.292,0.333,0.059,0.407,-0.246,0.733,0.178,0.117,0.205,0.014,0.977,0.279,1.321,0.354,0.079,0.068,0.432,0.761,1.035,0.514,0.226,0.410,2.820,3.143,36.795,0.377,1.450,1.280,0.424,15.913,5.202,6.550,0.852,0.549,4.999,-0.088,0.000,0.000,0.000
2012-03-31,Financials,708,0.065493,0.073447,0.224,0.408,1.207,14.278,2.34%,9.373,6.014,13.432,13.477,13.443,13.560,1.664,0.934,0.285,0.037,0.056,0.057,0.000,0.642,0.095,0.280,0.316,0.209,0.450,0.129,0.020,0.082,0.061,0.275,0.685,0.273,0.456,0.000,0.261,0.932,0.507,0.019,0.075,0.138,0.259,0.764,0.545,3.391,0.394,0.067,0.056,0.057,56.850,7.502,0.883,0.086,0.882,3.367,4.519,196.715,0.901,2.092,2.034,0.055,1.706,0.026,0.092,0.576,0.366,3.242,-0.011,0.000,0.007,0.271
2012-03-31,Health Care,534,0.039334,0.040196,0.000,0.243,0.392,-1.988,1.70%,5.545,3.159,-1.026,-1.026,-0.738,-0.738,2.770,2.787,0.313,0.267,-0.004,-0.013,0.000,0.404,-0.002,0.031,0.054,0.023,0.037,-0.008,0.053,0.042,0.000,0.024,0.943,0.030,0.102,0.046,0.175,0.761,0.118,0.049,0.905,0.028,0.127,0.148,0.591,0.000,0.022,0.079,0.065,0.063,5.259,0.581,0.399,0.071,0.196,1.047,2.513,89.638,1.711,3.036,2.642,0.677,3.374,10.193,6.599,1.094,0.877,1.689,-0.052,0.091,0.000,0.000
2012-03-31,Industrials,525,0.013473,0.012450,0.037,0.646,0.659,18.650,1.68%,8.204,10.251,15.573,15.113,15.018,15.335,0.790,1.659,0.336,0.285,0.105,0.103,0.093,0.282,0.039,0.071,0.107,0.125,0.190,0.058,0.123,0.126,0.098,0.242,0.748,0.243,0.299,0.249,0.381,0.609,0.344,0.134,0.154,0.077,0.089,0.570,0.469,1.369,0.292,0.073,0.061,0.298,3.016,1.020,0.517,0.197,0.378,4.971,6.976,70.867,0.385,2.010,1.484,1.097,6.100,10.697,6.767,2.295,1.652,4.983,-0.031,0.000,0.000,0.000
2012-03-31,Information Technology,659,0.029844,0.046391,0.000,0.431,0.542,15.762,2.03%,9.896,10.707,14.459,14.231,15.584,15.888,1.696,2.105,0.261,0.397,0.074,0.072,0.048,0.503,0.040,0.071,0.117,0.087,0.135,0.049,0.103,0.090,0.075,0.006,0.985,0.006,0.052,0.085,0.247,0.766,0.361,0.210,0.842,0.095,0.175,0.425,0.759,0.027,0.005,0.080,0.061,0.014,4.679,0.530,0.360,0.035,0.150,4.790,6.722,72.000,1.227,2.531,2.169,0.856,4.400,8.061,6.263,1.271,1.139,2.434,-0.056,0.100,0.000,0.000
2012-03-31,Materials,186,0.012753,0.004462,0.116,0.370,0.635,19.031,1.61%,7.235,9.491,13.686,13.475,13.259,13.504,0.898,1.775,0.302,0.240,0.121,0.122,0.104,0.252,0.048,0.087,0.134,0.119,0.151,0.068,0.140,0.136,0.113,0.281,0.696,0.286,0.338,0.326,0.344,0.413,0.406,0.112,0.139,0.094,0.058,0.779,0.328,1.539,0.372,0.072,0.063,0.360,1.376,1.064,0.520,0.220,0.410,5.136,6.886,71.758,0.438,2.360,1.518,0.984,6.118,9.948,7.739,2.118,1.436,4.486,-0.018,0.002,0.000,0.000
2012-03-31,Utilities,94,0.003818,0.013135,0.636,1.575,0.879,18.407,4.11%,9.014,6.419,15.944,15.595,15.952,16.079,1.316,1.131,0.354,0.086,0.092,0.091,0.069,0.263,0.075,0.163,0.259,0.072,0.085,0.112,0.088,0.094,0.069,0.500,0.494,0.495,0.564,0.205,0.391,0.059,0.568,0.099,0.014,0.173,0.109,0.727,0.164,3.756,0.697,0.064,0.058,0.424,0.997,2.370,0.701,0.337,0.564,2.356,3.091,38.531,0.080,1.024,0.769,0.337,10.715,8.376,7.455,1.165,0.554,11.647,-0.045,0.000,0.000,0.000
2012-04-30,Communication Services,48,-0.061181,0.042589,0.000,0.144,0.668,12.624,7.13%,5.980,3.489,14.171,14.171,14.436,14.689,1.024,1.507,0.371,0.284,0.043,0.043,0.057,0.567,0.029,0.119,0.265,0.089,0.105,0.053,0.145,0.081,0.041,0.574,0.426,0.515,0.523,0.034,0.355,0.276,0.959,0.180,0.137,0.185,0.015,1.216,0.179,2.542,0.811,0.079,0.074,0.564,1.496,1.677,0.629,0.400,0.602,1.321,1.801,19.475,0.636,1.470,1.459,0.553,22.726,8.795,9.462,1.903,0.795,7.086,-0.113,0.000,0.010,0.000
2012-04-30,Consumer Discretionary,554,-0.003484,0.002995,0.000,0.431,0.616,14.200,2.05%,7.876,7.617,15.007,14.975,15.299,15.533,0.775,1.789,0.340,0.427,0.102,0.102,0.090,0.363,0.038,0.073,0.108,0.130,0.191,0.054,0.128,0.124,0.100,0.247,0.735,0.240,0.324,0.267,0.231,0.609,0.481,0.156,0.197,0.082,0.054,0.654,0.527,1.059,0.273,0.081,0.070,0.263,2.460,1.001,0.533,0.183,0.404,3.803,5.249,63.554,0.518,1.829,1.186,1.370,5.732,10.758,13.056,2.613,1.969,5.699,-0.053,0.000,0.013,0.000
2012-04-30,Consumer Staples,155,0.002780,0.000115,0.244,0.835,0.517,17.389,2.57%,8.863,9.912,16.707,16.550,15.723,15.872,0.816,1.980,0.345,0.411,0.108,0.110,0.097,0.343,0.039,0.073,0.107,0.159,0.223,0.057,0.139,0.138,0.107,0.245,0.725,0.243,0.333,0.349,0.284,0.615,0.421,0.152,0.102,0.072,0.119,0.688,0.447,1.514,0.285,0.068,0.056,0.348,2.269,0.924,0.499,0.213,0.385,5.246,7.974,53.445,0.288,1.763,1.099,1.400,5.978,11.373,11.496,3.111,1.944,7.047,-0.036,0.000,0.008,0.000
